os,language,task,input_size,pid,status,rtime,ru_utime,ru_stime,ru_maxrss,ru_minflt,ru_majflt,ru_inblock,ru_oublock,ru_nvcsw,ru_nivcsw,memory_mb,cpu_time,execution_time,task_with_size
combined_C_data.csv,C,binarytrees,7,2237,0,0.0140948295593261,0.004026,0.0050669999999999,10440,337,0,0,0,16,1,10.1953125,0.0090929999999999,0.0140948295593261,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2242,0,0.0095560550689697,0.005467,0.0,10568,341,0,0,0,16,2,10.3203125,0.005467,0.0095560550689697,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2247,0,0.008254051208496,0.005611,0.0,10440,337,0,0,0,16,0,10.1953125,0.005611,0.008254051208496,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2252,0,0.0099697113037109,0.00242,0.003596,10436,338,0,0,0,19,0,10.19140625,0.006016,0.0099697113037109,binarytrees-7
combined_C_data.csv,C,binarytrees,7,2257,0,0.010289192199707,0.0,0.0069889999999999,10692,338,0,0,0,17,0,10.44140625,0.0069889999999999,0.010289192199707,binarytrees-7
combined_C_data.csv,C,binarytrees,21,2262,0,5.52298903465271,18.293546,1.389744,351100,87735,0,0,0,30,222,342.87109375,19.68329,5.52298903465271,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2274,0,5.447319030761719,15.474863,1.816971,351096,87731,0,0,0,31,152,342.8671875,17.291833999999998,5.447319030761719,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2287,0,5.888312339782715,19.198746,1.420998,351228,87734,0,0,0,29,385,342.99609375,20.619744,5.888312339782715,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2299,0,5.423330068588257,16.165663,1.28166,351228,87735,0,0,0,21,187,342.99609375,17.447322999999997,5.423330068588257,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2311,0,5.377793312072754,15.291935,1.60856,351096,87735,0,0,0,31,63,342.8671875,16.900495,5.377793312072754,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2323,0,5.8407745361328125,15.671638,1.729527,351100,87737,0,0,0,24,208,342.87109375,17.401165,5.8407745361328125,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2335,0,5.969752311706543,16.794723,1.276869,351100,87737,0,0,0,28,182,342.87109375,18.071592000000003,5.969752311706543,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2347,0,5.920992374420166,17.29117,1.122866,351228,87735,0,0,0,20,303,342.99609375,18.414036,5.920992374420166,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2359,0,6.009311437606812,15.562138,1.571989,351228,87736,0,0,0,28,281,342.99609375,17.134127,6.009311437606812,binarytrees-21
combined_C_data.csv,C,binarytrees,21,2372,0,5.837198972702026,16.483713,1.197003,351100,87736,0,0,0,39,515,342.87109375,17.680716,5.837198972702026,binarytrees-21
combined_C_data.csv,C,fannkuchredux,10,2390,0,0.2124340534210205,0.204111,0.003636,10440,322,3,0,0,19,0,10.1953125,0.207747,0.2124340534210205,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2393,0,0.2158894538879394,0.203295,0.008909,10692,325,0,0,0,15,0,10.44140625,0.212204,0.2158894538879394,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2396,0,0.2055580615997314,0.202059,0.0,10440,327,0,0,0,15,0,10.1953125,0.202059,0.2055580615997314,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2399,0,0.2052748203277588,0.187247,0.015378,10568,326,0,0,0,15,1,10.3203125,0.202625,0.2052748203277588,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2402,0,0.2052092552185058,0.2014729999999999,0.0,10692,327,0,0,0,15,1,10.44140625,0.2014729999999999,0.2052092552185058,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2405,0,0.2067179679870605,0.20326,0.0,10568,323,0,0,0,15,1,10.3203125,0.20326,0.2067179679870605,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2408,0,0.2013092041015625,0.189624,0.00541,10692,329,0,0,0,15,0,10.44140625,0.19503399999999999,0.2013092041015625,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2411,0,0.2079062461853027,0.1987799999999999,0.0,10692,326,0,0,0,15,9,10.44140625,0.1987799999999999,0.2079062461853027,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2414,0,0.2089917659759521,0.2008309999999999,0.003571,10692,328,0,0,0,15,0,10.44140625,0.2044019999999999,0.2089917659759521,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,10,2417,0,0.2027959823608398,0.198903,0.0,10692,326,0,0,0,15,0,10.44140625,0.198903,0.2027959823608398,fannkuchredux-10
combined_C_data.csv,C,fannkuchredux,12,2420,0,29.9719181060791,29.966133,0.003882,10692,324,0,0,0,15,14,10.44140625,29.970015,29.9719181060791,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2426,0,29.920860767364506,29.909302,0.007679,10440,327,0,0,0,14,29,10.1953125,29.916981,29.920860767364506,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2431,0,29.91254496574402,29.872182,0.0348329999999999,10692,329,0,0,0,14,31,10.44140625,29.907014999999998,29.91254496574402,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2434,0,30.157491445541385,30.119911,0.018744,10692,329,0,0,0,14,404,10.44140625,30.138655,30.157491445541385,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2437,0,29.999483585357662,29.942975,0.0344239999999999,10692,325,0,0,0,15,401,10.44140625,29.977399000000002,29.999483585357662,fannkuchredux-12
combined_C_data.csv,C,fannkuchredux,12,2440,0,30.102569341659542,30.033262,0.064968,10692,326,0,0,0,14,20,10.44140625,30.09823,30.102569341659542,fannkuchredux-12
